id,Motivation_Level,Exam_Score,percent
2566,Medium,65,0.2198001816530427
2573,Medium,65,0.2198001816530427
2601,Medium,65,0.2198001816530427
2609,Medium,65,0.2198001816530427
2614,Low,65,0.2198001816530427
2637,High,65,0.2198001816530427
2642,High,65,0.2198001816530427
2655,Low,65,0.2198001816530427
2672,Medium,65,0.2198001816530427
2681,Medium,65,0.2198001816530427
2684,Medium,65,0.2198001816530427
2692,Low,65,0.2198001816530427
2743,High,65,0.2198001816530427
2753,Medium,65,0.2198001816530427
2755,Medium,65,0.2198001816530427
2764,Medium,65,0.2198001816530427
2777,Low,65,0.2198001816530427
2787,Medium,65,0.2198001816530427
2798,Medium,65,0.2198001816530427
2808,Medium,65,0.2198001816530427
2819,Low,65,0.2198001816530427
2830,High,65,0.2198001816530427
2832,Low,65,0.2198001816530427
2845,Medium,65,0.2198001816530427
2849,Medium,65,0.2198001816530427
2851,Low,65,0.2198001816530427
2877,Medium,65,0.2198001816530427
2878,Medium,65,0.2198001816530427
2887,Low,65,0.2198001816530427
2899,Low,65,0.2198001816530427
2910,Low,65,0.2198001816530427
2916,Medium,65,0.2198001816530427
2920,Medium,65,0.2198001816530427
2937,High,65,0.2198001816530427
2952,Medium,65,0.2198001816530427
2958,Low,65,0.2198001816530427
2971,High,65,0.2198001816530427
2972,Medium,65,0.2198001816530427
2975,Low,65,0.2198001816530427
2996,Low,65,0.2198001816530427
3000,Medium,65,0.2198001816530427
3010,Medium,65,0.2198001816530427
3019,Medium,65,0.2198001816530427
3021,Medium,65,0.2198001816530427
3022,Medium,65,0.2198001816530427
3024,Medium,65,0.2198001816530427
3058,Low,65,0.2198001816530427
3064,Low,65,0.2198001816530427
3066,Medium,65,0.2198001816530427
3076,Medium,65,0.2198001816530427
3111,Medium,65,0.2198001816530427
3114,Medium,65,0.2198001816530427
3119,Medium,65,0.2198001816530427
3164,Low,65,0.2198001816530427
3169,Medium,65,0.2198001816530427
3174,Low,65,0.2198001816530427
3192,Low,65,0.2198001816530427
3195,Medium,65,0.2198001816530427
3198,High,65,0.2198001816530427
3207,Low,65,0.2198001816530427
3208,Medium,65,0.2198001816530427
3209,Medium,65,0.2198001816530427
3212,Low,65,0.2198001816530427
3222,High,65,0.2198001816530427
3238,Medium,65,0.2198001816530427
3245,Medium,65,0.2198001816530427
3257,Medium,65,0.2198001816530427
3281,Medium,65,0.2198001816530427
3290,Medium,65,0.2198001816530427
3291,Medium,65,0.2198001816530427
3294,Medium,65,0.2198001816530427
3299,High,65,0.2198001816530427
3301,Low,65,0.2198001816530427
3302,Low,65,0.2198001816530427
3305,Medium,65,0.2198001816530427
3313,Medium,65,0.2198001816530427
3315,Medium,65,0.2198001816530427
3343,Medium,65,0.2198001816530427
3353,Low,65,0.2198001816530427
3361,Low,65,0.2198001816530427
3377,Medium,65,0.2198001816530427
3382,Low,65,0.2198001816530427
3404,Medium,65,0.2198001816530427
3427,Medium,65,0.2198001816530427
3452,Medium,65,0.2198001816530427
3465,Low,65,0.2198001816530427
3468,High,65,0.2198001816530427
3470,High,65,0.2198001816530427
3477,Medium,65,0.2198001816530427
3490,Low,65,0.2198001816530427
3491,Medium,65,0.2198001816530427
3493,Medium,65,0.2198001816530427
3504,Low,65,0.2198001816530427
3506,High,65,0.2198001816530427
3507,Low,65,0.2198001816530427
3510,Low,65,0.2198001816530427
3537,Low,65,0.2198001816530427
3540,Low,65,0.2198001816530427
3543,Medium,65,0.2198001816530427
3553,Low,65,0.2198001816530427
3560,Low,65,0.2198001816530427
3587,Low,65,0.2198001816530427
3592,Low,65,0.2198001816530427
3602,Medium,65,0.2198001816530427
3626,Medium,65,0.2198001816530427
3650,High,65,0.2198001816530427
3656,Low,65,0.2198001816530427
3661,Medium,65,0.2198001816530427
3662,Medium,65,0.2198001816530427
3681,Low,65,0.2198001816530427
3683,Low,65,0.2198001816530427
3691,Medium,65,0.2198001816530427
3715,Low,65,0.2198001816530427
3719,Low,65,0.2198001816530427
3730,Medium,65,0.2198001816530427
3735,Medium,65,0.2198001816530427
3742,Low,65,0.2198001816530427
3751,Low,65,0.2198001816530427
3755,Medium,65,0.2198001816530427
3756,Low,65,0.2198001816530427
3766,Low,65,0.2198001816530427
3787,Low,65,0.2198001816530427
3799,Medium,65,0.2198001816530427
3809,Low,65,0.2198001816530427
3829,Medium,65,0.2198001816530427
3840,Medium,65,0.2198001816530427
3851,Medium,65,0.2198001816530427
3859,High,65,0.2198001816530427
3866,Low,65,0.2198001816530427
3867,Low,65,0.2198001816530427
3880,Low,65,0.2198001816530427
3889,Medium,65,0.2198001816530427
3901,Low,65,0.2198001816530427
3909,Medium,65,0.2198001816530427
3910,Medium,65,0.2198001816530427
3911,Medium,65,0.2198001816530427
3914,Medium,65,0.2198001816530427
3917,High,65,0.2198001816530427
3919,Medium,65,0.2198001816530427
3928,Medium,65,0.2198001816530427
3945,Medium,65,0.2198001816530427
3979,Medium,65,0.2198001816530427
3987,Medium,65,0.2198001816530427
3995,Medium,65,0.2198001816530427
4006,High,65,0.2198001816530427
4007,Medium,65,0.2198001816530427
4008,Medium,65,0.2198001816530427
4014,Low,65,0.2198001816530427
4028,High,65,0.2198001816530427
4039,Low,65,0.2198001816530427
4044,Low,65,0.2198001816530427
4065,Medium,65,0.2198001816530427
4068,Low,65,0.2198001816530427
4069,Medium,65,0.2198001816530427
4071,Low,65,0.2198001816530427
4077,Low,65,0.2198001816530427
4090,Medium,65,0.2198001816530427
4113,Medium,65,0.2198001816530427
4119,Medium,65,0.2198001816530427
4144,Medium,65,0.2198001816530427
4156,Medium,65,0.2198001816530427
4158,Medium,65,0.2198001816530427
4162,Low,65,0.2198001816530427
4165,Medium,65,0.2198001816530427
4171,Medium,65,0.2198001816530427
4187,Low,65,0.2198001816530427
4190,High,65,0.2198001816530427
4194,Medium,65,0.2198001816530427
4199,Medium,65,0.2198001816530427
4210,Medium,65,0.2198001816530427
4211,Medium,65,0.2198001816530427
4220,Low,65,0.2198001816530427
4222,Low,65,0.2198001816530427
4228,High,65,0.2198001816530427
4242,High,65,0.2198001816530427
4261,Low,65,0.2198001816530427
4271,Low,65,0.2198001816530427
4273,Medium,65,0.2198001816530427
4275,Low,65,0.2198001816530427
4278,Medium,65,0.2198001816530427
4307,High,65,0.2198001816530427
4312,Medium,65,0.2198001816530427
4322,Low,65,0.2198001816530427
4326,Low,65,0.2198001816530427
4340,Medium,65,0.2198001816530427
4354,Medium,65,0.2198001816530427
4361,Low,65,0.2198001816530427
4374,Low,65,0.2198001816530427
4384,Medium,65,0.2198001816530427
4411,Low,65,0.2198001816530427
4433,Medium,65,0.2198001816530427
4441,High,65,0.2198001816530427
4448,Medium,65,0.2198001816530427
4470,Low,65,0.2198001816530427
4490,Medium,65,0.2198001816530427
4493,Medium,65,0.2198001816530427
4494,Medium,65,0.2198001816530427
4499,Medium,65,0.2198001816530427
4520,Low,65,0.2198001816530427
4543,Medium,65,0.2198001816530427
4544,Low,65,0.2198001816530427
4547,Medium,65,0.2198001816530427
4550,Low,65,0.2198001816530427
4558,High,65,0.2198001816530427
4588,Low,65,0.2198001816530427
4615,Medium,65,0.2198001816530427
4618,Medium,65,0.2198001816530427
4619,Medium,65,0.2198001816530427
4624,Medium,65,0.2198001816530427
4637,Medium,65,0.2198001816530427
4645,Medium,65,0.2198001816530427
4649,Medium,65,0.2198001816530427
4664,Medium,65,0.2198001816530427
4681,Medium,65,0.2198001816530427
4689,Medium,65,0.2198001816530427
4691,High,65,0.2198001816530427
4695,Medium,65,0.2198001816530427
4702,Low,65,0.2198001816530427
4703,High,65,0.2198001816530427
4709,Medium,65,0.2198001816530427
4735,Medium,65,0.2198001816530427
4736,Low,65,0.2198001816530427
4743,Low,65,0.2198001816530427
4764,Medium,65,0.2198001816530427
4765,High,65,0.2198001816530427
4767,Medium,65,0.2198001816530427
4776,Low,65,0.2198001816530427
4795,Medium,65,0.2198001816530427
4810,Medium,65,0.2198001816530427
4825,Medium,65,0.2198001816530427
4827,Medium,65,0.2198001816530427
4830,High,65,0.2198001816530427
4862,High,65,0.2198001816530427
4869,Low,65,0.2198001816530427
4882,Low,65,0.2198001816530427
4883,High,65,0.2198001816530427
4884,Low,65,0.2198001816530427
4898,High,65,0.2198001816530427
4900,Medium,65,0.2198001816530427
4901,Medium,65,0.2198001816530427
4902,Low,65,0.2198001816530427
4936,Medium,65,0.2198001816530427
4952,High,65,0.2198001816530427
4977,High,65,0.2198001816530427
5003,Medium,65,0.2198001816530427
5015,High,65,0.2198001816530427
5022,Medium,65,0.2198001816530427
5039,Medium,65,0.2198001816530427
5040,High,65,0.2198001816530427
5041,Low,65,0.2198001816530427
5057,Low,65,0.2198001816530427
5067,Medium,65,0.2198001816530427
5083,Medium,65,0.2198001816530427
5106,High,65,0.2198001816530427
5108,High,65,0.2198001816530427
5109,Medium,65,0.2198001816530427
5125,Medium,65,0.2198001816530427
5129,Medium,65,0.2198001816530427
5135,High,65,0.2198001816530427
5136,Low,65,0.2198001816530427
5147,High,65,0.2198001816530427
5153,Low,65,0.2198001816530427
5159,Medium,65,0.2198001816530427
5164,Medium,65,0.2198001816530427
5167,High,65,0.2198001816530427
5174,Medium,65,0.2198001816530427
5178,Medium,65,0.2198001816530427
5188,Low,65,0.2198001816530427
5192,High,65,0.2198001816530427
5213,Low,65,0.2198001816530427
5220,Low,65,0.2198001816530427
5226,Medium,65,0.2198001816530427
5262,High,65,0.2198001816530427
5264,Medium,65,0.2198001816530427
5275,Medium,65,0.2198001816530427
5294,Medium,65,0.2198001816530427
5306,Medium,65,0.2198001816530427
5308,Medium,65,0.2198001816530427
5310,Medium,65,0.2198001816530427
5322,Low,65,0.2198001816530427
5327,High,65,0.2198001816530427
5332,Low,65,0.2198001816530427
5348,High,65,0.2198001816530427
5357,Low,65,0.2198001816530427
5359,High,65,0.2198001816530427
5366,Medium,65,0.2198001816530427
5390,Medium,65,0.2198001816530427
5392,High,65,0.2198001816530427
5398,Medium,65,0.2198001816530427
5419,High,65,0.2198001816530427
5425,High,65,0.2198001816530427
5436,High,65,0.2198001816530427
5439,High,65,0.2198001816530427
5441,Medium,65,0.2198001816530427
5452,Medium,65,0.2198001816530427
5472,Low,65,0.2198001816530427
5478,Medium,65,0.2198001816530427
5486,High,65,0.2198001816530427
5494,Low,65,0.2198001816530427
5495,Medium,65,0.2198001816530427
5496,Medium,65,0.2198001816530427
5511,Low,65,0.2198001816530427
5534,Medium,65,0.2198001816530427
5552,Low,65,0.2198001816530427
5559,Medium,65,0.2198001816530427
5587,Medium,65,0.2198001816530427
5594,Low,65,0.2198001816530427
5596,Medium,65,0.2198001816530427
5602,Low,65,0.2198001816530427
5603,Medium,65,0.2198001816530427
5630,Medium,65,0.2198001816530427
5634,Medium,65,0.2198001816530427
5647,Medium,65,0.2198001816530427
5652,Low,65,0.2198001816530427
5685,Medium,65,0.2198001816530427
5688,Low,65,0.2198001816530427
5691,High,65,0.2198001816530427
5698,Low,65,0.2198001816530427
5718,Medium,65,0.2198001816530427
5726,Medium,65,0.2198001816530427
5740,Medium,65,0.2198001816530427
5744,Medium,65,0.2198001816530427
5774,Low,65,0.2198001816530427
5790,Medium,65,0.2198001816530427
5794,Medium,65,0.2198001816530427
5817,Low,65,0.2198001816530427
5825,Medium,65,0.2198001816530427
5833,High,65,0.2198001816530427
5840,Medium,65,0.2198001816530427
5844,Medium,65,0.2198001816530427
5849,Low,65,0.2198001816530427
5856,Medium,65,0.2198001816530427
5869,Low,65,0.2198001816530427
5881,Low,65,0.2198001816530427
5887,Medium,65,0.2198001816530427
5888,Medium,65,0.2198001816530427
5895,High,65,0.2198001816530427
5914,Medium,65,0.2198001816530427
5922,High,65,0.2198001816530427
5925,Low,65,0.2198001816530427
5934,Medium,65,0.2198001816530427
5949,Medium,65,0.2198001816530427
5957,Medium,65,0.2198001816530427
5976,Low,65,0.2198001816530427
5998,Medium,65,0.2198001816530427
6012,Medium,65,0.2198001816530427
6016,High,65,0.2198001816530427
6055,Medium,65,0.2198001816530427
6073,High,65,0.2198001816530427
6074,Low,65,0.2198001816530427
6080,Low,65,0.2198001816530427
6083,High,65,0.2198001816530427
6085,Low,65,0.2198001816530427
6086,High,65,0.2198001816530427
6092,Medium,65,0.2198001816530427
6096,High,65,0.2198001816530427
6099,Medium,65,0.2198001816530427
6113,Low,65,0.2198001816530427
6124,Low,65,0.2198001816530427
6138,Low,65,0.2198001816530427
6143,High,65,0.2198001816530427
6148,Medium,65,0.2198001816530427
6150,Medium,65,0.2198001816530427
6152,High,65,0.2198001816530427
6166,Medium,65,0.2198001816530427
6176,High,65,0.2198001816530427
6189,Medium,65,0.2198001816530427
6202,Low,65,0.2198001816530427
6215,Medium,65,0.2198001816530427
6216,Medium,65,0.2198001816530427
6219,Medium,65,0.2198001816530427
6232,High,65,0.2198001816530427
6234,Low,65,0.2198001816530427
6240,Medium,65,0.2198001816530427
6243,Medium,65,0.2198001816530427
6251,Medium,65,0.2198001816530427
6259,Low,65,0.2198001816530427
6273,Medium,65,0.2198001816530427
6280,Low,65,0.2198001816530427
6294,Low,65,0.2198001816530427
6296,High,65,0.2198001816530427
6300,Medium,65,0.2198001816530427
6305,Medium,65,0.2198001816530427
6306,Medium,65,0.2198001816530427
6309,Low,65,0.2198001816530427
6312,Low,65,0.2198001816530427
6313,Medium,65,0.2198001816530427
6318,Low,65,0.2198001816530427
6334,Medium,65,0.2198001816530427
6367,Low,65,0.2198001816530427
6368,Medium,65,0.2198001816530427
6399,High,65,0.2198001816530427
6402,Low,65,0.2198001816530427
6405,Medium,65,0.2198001816530427
6407,Medium,65,0.2198001816530427
6408,Medium,65,0.2198001816530427
6427,Medium,65,0.2198001816530427
6435,Low,65,0.2198001816530427
6437,Medium,65,0.2198001816530427
6447,Low,65,0.2198001816530427
6457,Medium,65,0.2198001816530427
6460,High,65,0.2198001816530427
6467,Medium,65,0.2198001816530427
6471,High,65,0.2198001816530427
6473,Medium,65,0.2198001816530427
6478,Medium,65,0.2198001816530427
6479,Medium,65,0.2198001816530427
6483,Medium,65,0.2198001816530427
6494,Low,65,0.2198001816530427
6498,Low,65,0.2198001816530427
6518,Medium,65,0.2198001816530427
6526,Medium,65,0.2198001816530427
6540,High,65,0.2198001816530427
6554,Medium,65,0.2198001816530427
6557,Low,65,0.2198001816530427
6564,Medium,65,0.2198001816530427
6575,Medium,65,0.2198001816530427
6583,Medium,65,0.2198001816530427
6589,Medium,65,0.2198001816530427
6602,Low,65,0.2198001816530427
8,Medium,66,0.3225855283075992
14,Medium,66,0.3225855283075992
20,Medium,66,0.3225855283075992
23,Low,66,0.3225855283075992
24,High,66,0.3225855283075992
29,Medium,66,0.3225855283075992
55,Low,66,0.3225855283075992
59,Medium,66,0.3225855283075992
76,Medium,66,0.3225855283075992
82,High,66,0.3225855283075992
99,Medium,66,0.3225855283075992
113,High,66,0.3225855283075992
132,Low,66,0.3225855283075992
134,Medium,66,0.3225855283075992
135,Medium,66,0.3225855283075992
146,High,66,0.3225855283075992
159,Low,66,0.3225855283075992
162,Low,66,0.3225855283075992
164,Low,66,0.3225855283075992
167,Medium,66,0.3225855283075992
171,High,66,0.3225855283075992
173,Medium,66,0.3225855283075992
197,Low,66,0.3225855283075992
202,Medium,66,0.3225855283075992
207,Medium,66,0.3225855283075992
208,Low,66,0.3225855283075992
215,Medium,66,0.3225855283075992
219,Low,66,0.3225855283075992
225,Medium,66,0.3225855283075992
242,High,66,0.3225855283075992
256,Medium,66,0.3225855283075992
265,Medium,66,0.3225855283075992
266,High,66,0.3225855283075992
276,Medium,66,0.3225855283075992
278,High,66,0.3225855283075992
295,Low,66,0.3225855283075992
297,Medium,66,0.3225855283075992
299,Medium,66,0.3225855283075992
301,High,66,0.3225855283075992
303,Medium,66,0.3225855283075992
305,Low,66,0.3225855283075992
321,Low,66,0.3225855283075992
325,High,66,0.3225855283075992
331,Low,66,0.3225855283075992
340,Low,66,0.3225855283075992
353,High,66,0.3225855283075992
359,Medium,66,0.3225855283075992
362,Medium,66,0.3225855283075992
368,Medium,66,0.3225855283075992
376,Low,66,0.3225855283075992
378,High,66,0.3225855283075992
408,Medium,66,0.3225855283075992
412,Medium,66,0.3225855283075992
415,Low,66,0.3225855283075992
424,Low,66,0.3225855283075992
433,Medium,66,0.3225855283075992
436,Low,66,0.3225855283075992
441,Low,66,0.3225855283075992
459,Low,66,0.3225855283075992
462,Low,66,0.3225855283075992
467,Low,66,0.3225855283075992
475,Medium,66,0.3225855283075992
476,Medium,66,0.3225855283075992
487,Medium,66,0.3225855283075992
490,High,66,0.3225855283075992
491,Low,66,0.3225855283075992
507,Medium,66,0.3225855283075992
531,Medium,66,0.3225855283075992
543,Medium,66,0.3225855283075992
566,Medium,66,0.3225855283075992
569,High,66,0.3225855283075992
571,Medium,66,0.3225855283075992
579,Medium,66,0.3225855283075992
583,Medium,66,0.3225855283075992
588,Low,66,0.3225855283075992
605,Low,66,0.3225855283075992
607,High,66,0.3225855283075992
619,Medium,66,0.3225855283075992
629,High,66,0.3225855283075992
643,Low,66,0.3225855283075992
644,Low,66,0.3225855283075992
645,Medium,66,0.3225855283075992
664,Medium,66,0.3225855283075992
665,Medium,66,0.3225855283075992
672,High,66,0.3225855283075992
687,Medium,66,0.3225855283075992
688,Medium,66,0.3225855283075992
690,Medium,66,0.3225855283075992
692,Low,66,0.3225855283075992
708,Low,66,0.3225855283075992
724,High,66,0.3225855283075992
735,Low,66,0.3225855283075992
747,Medium,66,0.3225855283075992
761,Medium,66,0.3225855283075992
772,Medium,66,0.3225855283075992
780,Medium,66,0.3225855283075992
781,Low,66,0.3225855283075992
785,High,66,0.3225855283075992
795,Medium,66,0.3225855283075992
798,High,66,0.3225855283075992
814,Low,66,0.3225855283075992
832,Medium,66,0.3225855283075992
839,Medium,66,0.3225855283075992
848,Medium,66,0.3225855283075992
851,Medium,66,0.3225855283075992
853,Medium,66,0.3225855283075992
871,Low,66,0.3225855283075992
878,Medium,66,0.3225855283075992
884,Medium,66,0.3225855283075992
885,Medium,66,0.3225855283075992
888,Low,66,0.3225855283075992
894,Medium,66,0.3225855283075992
902,Low,66,0.3225855283075992
903,Medium,66,0.3225855283075992
921,Low,66,0.3225855283075992
924,Medium,66,0.3225855283075992
935,Low,66,0.3225855283075992
937,Medium,66,0.3225855283075992
938,Medium,66,0.3225855283075992
939,Low,66,0.3225855283075992
961,High,66,0.3225855283075992
968,High,66,0.3225855283075992
973,Medium,66,0.3225855283075992
988,Low,66,0.3225855283075992
993,High,66,0.3225855283075992
995,High,66,0.3225855283075992
999,Low,66,0.3225855283075992
1017,Medium,66,0.3225855283075992
1018,Medium,66,0.3225855283075992
1019,Low,66,0.3225855283075992
1021,Medium,66,0.3225855283075992
1031,Low,66,0.3225855283075992
1034,Low,66,0.3225855283075992
1045,Medium,66,0.3225855283075992
1046,Medium,66,0.3225855283075992
1053,High,66,0.3225855283075992
1055,Medium,66,0.3225855283075992
1084,Medium,66,0.3225855283075992
1121,Low,66,0.3225855283075992
1124,Low,66,0.3225855283075992
1132,Medium,66,0.3225855283075992
1141,Medium,66,0.3225855283075992
1145,Low,66,0.3225855283075992
1175,High,66,0.3225855283075992
1179,High,66,0.3225855283075992
1187,Low,66,0.3225855283075992
1188,Low,66,0.3225855283075992
1191,Medium,66,0.3225855283075992
1192,High,66,0.3225855283075992
1193,High,66,0.3225855283075992
1197,High,66,0.3225855283075992
1198,High,66,0.3225855283075992
1233,Medium,66,0.3225855283075992
1242,Low,66,0.3225855283075992
1256,Low,66,0.3225855283075992
1278,Medium,66,0.3225855283075992
1284,Medium,66,0.3225855283075992
1291,High,66,0.3225855283075992
1296,High,66,0.3225855283075992
1297,Medium,66,0.3225855283075992
1303,Medium,66,0.3225855283075992
1304,Medium,66,0.3225855283075992
1323,High,66,0.3225855283075992
1332,Medium,66,0.3225855283075992
1335,Medium,66,0.3225855283075992
1342,Medium,66,0.3225855283075992
1347,Medium,66,0.3225855283075992
1356,Low,66,0.3225855283075992
1372,Low,66,0.3225855283075992
1374,Medium,66,0.3225855283075992
1376,Medium,66,0.3225855283075992
1391,Low,66,0.3225855283075992
1395,Medium,66,0.3225855283075992
1415,Medium,66,0.3225855283075992
1421,Medium,66,0.3225855283075992
1426,High,66,0.3225855283075992
1437,Medium,66,0.3225855283075992
1443,High,66,0.3225855283075992
1463,Low,66,0.3225855283075992
1465,Low,66,0.3225855283075992
1477,Low,66,0.3225855283075992
1495,Medium,66,0.3225855283075992
1537,Medium,66,0.3225855283075992
1540,Medium,66,0.3225855283075992
1555,Medium,66,0.3225855283075992
1564,High,66,0.3225855283075992
1573,Low,66,0.3225855283075992
1574,Medium,66,0.3225855283075992
1591,High,66,0.3225855283075992
1596,High,66,0.3225855283075992
1602,Low,66,0.3225855283075992
1604,Medium,66,0.3225855283075992
1606,Low,66,0.3225855283075992
1622,Medium,66,0.3225855283075992
1624,Medium,66,0.3225855283075992
1626,Medium,66,0.3225855283075992
1629,Medium,66,0.3225855283075992
1630,Medium,66,0.3225855283075992
1631,High,66,0.3225855283075992
1640,Medium,66,0.3225855283075992
1664,Low,66,0.3225855283075992
1666,Medium,66,0.3225855283075992
1667,Low,66,0.3225855283075992
1687,High,66,0.3225855283075992
1702,High,66,0.3225855283075992
1707,Medium,66,0.3225855283075992
1712,Low,66,0.3225855283075992
1716,Medium,66,0.3225855283075992
1726,Low,66,0.3225855283075992
1736,Medium,66,0.3225855283075992
1749,Low,66,0.3225855283075992
1757,Medium,66,0.3225855283075992
1760,Medium,66,0.3225855283075992
1780,High,66,0.3225855283075992
1781,Low,66,0.3225855283075992
1783,Medium,66,0.3225855283075992
1792,Medium,66,0.3225855283075992
1793,Medium,66,0.3225855283075992
1813,Medium,66,0.3225855283075992
1815,Medium,66,0.3225855283075992
1817,High,66,0.3225855283075992
1827,Low,66,0.3225855283075992
1855,Low,66,0.3225855283075992
1868,Medium,66,0.3225855283075992
1869,Medium,66,0.3225855283075992
1878,Medium,66,0.3225855283075992
1884,High,66,0.3225855283075992
1887,High,66,0.3225855283075992
1898,Low,66,0.3225855283075992
1900,Medium,66,0.3225855283075992
1913,Low,66,0.3225855283075992
1919,High,66,0.3225855283075992
1924,Medium,66,0.3225855283075992
1927,Low,66,0.3225855283075992
1937,Medium,66,0.3225855283075992
1942,Medium,66,0.3225855283075992
1979,Low,66,0.3225855283075992
1984,Medium,66,0.3225855283075992
2003,Medium,66,0.3225855283075992
2006,Medium,66,0.3225855283075992
2025,High,66,0.3225855283075992
2030,Low,66,0.3225855283075992
2040,Low,66,0.3225855283075992
2043,Medium,66,0.3225855283075992
2046,Medium,66,0.3225855283075992
2050,Medium,66,0.3225855283075992
2059,Medium,66,0.3225855283075992
2092,Medium,66,0.3225855283075992
2094,High,66,0.3225855283075992
2095,Medium,66,0.3225855283075992
2097,Medium,66,0.3225855283075992
2106,Medium,66,0.3225855283075992
2109,Medium,66,0.3225855283075992
2123,Low,66,0.3225855283075992
2126,Medium,66,0.3225855283075992
2127,Medium,66,0.3225855283075992
2135,Low,66,0.3225855283075992
2137,Low,66,0.3225855283075992
2166,Medium,66,0.3225855283075992
2173,Medium,66,0.3225855283075992
2194,High,66,0.3225855283075992
2195,High,66,0.3225855283075992
2200,Medium,66,0.3225855283075992
2210,High,66,0.3225855283075992
2231,Medium,66,0.3225855283075992
2264,Medium,66,0.3225855283075992
2271,Low,66,0.3225855283075992
2275,Low,66,0.3225855283075992
2280,High,66,0.3225855283075992
2308,High,66,0.3225855283075992
2319,Low,66,0.3225855283075992
2328,High,66,0.3225855283075992
2340,Low,66,0.3225855283075992
2341,Medium,66,0.3225855283075992
2346,Medium,66,0.3225855283075992
2350,High,66,0.3225855283075992
2354,Low,66,0.3225855283075992
2359,Low,66,0.3225855283075992
2361,Low,66,0.3225855283075992
2365,Medium,66,0.3225855283075992
2369,Low,66,0.3225855283075992
2371,Medium,66,0.3225855283075992
2374,High,66,0.3225855283075992
2377,Medium,66,0.3225855283075992
2379,Low,66,0.3225855283075992
2392,High,66,0.3225855283075992
2397,High,66,0.3225855283075992
2401,Low,66,0.3225855283075992
2402,Medium,66,0.3225855283075992
2404,Medium,66,0.3225855283075992
2430,Low,66,0.3225855283075992
2431,Low,66,0.3225855283075992
2436,Medium,66,0.3225855283075992
2452,Medium,66,0.3225855283075992
2465,Low,66,0.3225855283075992
2467,Medium,66,0.3225855283075992
2484,High,66,0.3225855283075992
2486,Medium,66,0.3225855283075992
2490,High,66,0.3225855283075992
2502,Medium,66,0.3225855283075992
2504,Low,66,0.3225855283075992
2511,Medium,66,0.3225855283075992
2515,Low,66,0.3225855283075992
2517,Low,66,0.3225855283075992
2527,Low,66,0.3225855283075992
2532,Medium,66,0.3225855283075992
2539,Medium,66,0.3225855283075992
2541,Low,66,0.3225855283075992
2552,High,66,0.3225855283075992
2554,Low,66,0.3225855283075992
2564,Medium,66,0.3225855283075992
2565,Low,66,0.3225855283075992
2580,Low,66,0.3225855283075992
2581,Low,66,0.3225855283075992
2602,Medium,66,0.3225855283075992
2608,Low,66,0.3225855283075992
2611,Medium,66,0.3225855283075992
2659,Medium,66,0.3225855283075992
2660,Low,66,0.3225855283075992
2669,Medium,66,0.3225855283075992
2693,Low,66,0.3225855283075992
2736,Medium,66,0.3225855283075992
2738,Medium,66,0.3225855283075992
2742,Medium,66,0.3225855283075992
2747,Low,66,0.3225855283075992
2766,Low,66,0.3225855283075992
2768,High,66,0.3225855283075992
2788,Medium,66,0.3225855283075992
2794,Medium,66,0.3225855283075992
2797,Low,66,0.3225855283075992
2799,Medium,66,0.3225855283075992
2803,High,66,0.3225855283075992
2812,High,66,0.3225855283075992
2820,Medium,66,0.3225855283075992
2840,Medium,66,0.3225855283075992
2844,Medium,66,0.3225855283075992
2850,Low,66,0.3225855283075992
2861,Medium,66,0.3225855283075992
2872,High,66,0.3225855283075992
2874,Medium,66,0.3225855283075992
2897,High,66,0.3225855283075992
2906,Medium,66,0.3225855283075992
2939,Medium,66,0.3225855283075992
2944,Medium,66,0.3225855283075992
2947,High,66,0.3225855283075992
2967,High,66,0.3225855283075992
2982,Low,66,0.3225855283075992
2988,Low,66,0.3225855283075992
2997,Medium,66,0.3225855283075992
3003,Low,66,0.3225855283075992
3017,Medium,66,0.3225855283075992
3020,Low,66,0.3225855283075992
3026,Medium,66,0.3225855283075992
3071,High,66,0.3225855283075992
3073,Low,66,0.3225855283075992
3074,Medium,66,0.3225855283075992
3077,Medium,66,0.3225855283075992
3079,Low,66,0.3225855283075992
3081,Medium,66,0.3225855283075992
3087,Low,66,0.3225855283075992
3091,High,66,0.3225855283075992
3094,Medium,66,0.3225855283075992
3106,Medium,66,0.3225855283075992
3110,Medium,66,0.3225855283075992
3113,Medium,66,0.3225855283075992
3122,Low,66,0.3225855283075992
3129,Low,66,0.3225855283075992
3131,Low,66,0.3225855283075992
3134,High,66,0.3225855283075992
3138,Medium,66,0.3225855283075992
3161,Medium,66,0.3225855283075992
3165,High,66,0.3225855283075992
3173,High,66,0.3225855283075992
3175,Low,66,0.3225855283075992
3176,Low,66,0.3225855283075992
3178,Medium,66,0.3225855283075992
3184,High,66,0.3225855283075992
3201,Low,66,0.3225855283075992
3206,High,66,0.3225855283075992
3217,High,66,0.3225855283075992
3218,Medium,66,0.3225855283075992
3219,High,66,0.3225855283075992
3221,Medium,66,0.3225855283075992
3230,High,66,0.3225855283075992
3240,Medium,66,0.3225855283075992
3280,Medium,66,0.3225855283075992
3282,Low,66,0.3225855283075992
3286,Medium,66,0.3225855283075992
3304,High,66,0.3225855283075992
3323,Low,66,0.3225855283075992
3326,Medium,66,0.3225855283075992
3345,Medium,66,0.3225855283075992
3350,High,66,0.3225855283075992
3351,High,66,0.3225855283075992
